id;card_id;business_id;timestamp;amount;declined;product_ids;user_id;lat;longitude
557A345F-931A-4EEB-95BD-616953B21FA4;CcS-7870;b-2338;2024-11-10 14:09:50;302.84;0;31, 73, 71;3289;45.420348112148005;-75.6928610495289
64E60015-EBA1-4D47-8A89-DEBDC5B5A65A;CcU-3491;b-2234;2024-05-08 21:30:04;256.43;0;20, 37, 53;196;55.6175059719288;-3.135988416892196
02F468DC-426C-47C2-8B0A-D8B25B7A81AF;CcS-6913;b-2246;2023-03-17 16:36:27;305.35;0;33, 71, 76, 75;2332;52.1749741997313;19.350815824830907
F308E4E4-04B8-4C50-82C3-14A80FE4A75F;CcS-8152;b-2378;2017-07-29 14:16:21;62.62;0;85;3571;50.8734416067384;10.653101306268864
7C8B06F2-F218-41F3-B7A9-C66EAEDE02E2;CcS-5823;b-2574;2022-12-29 00:56:59;365.13;0;22, 99, 7;1242;40.95779027064916;-3.845880450535256
4130AA08-867E-4C3E-BE2A-344FB077187A;CcU-3232;b-2278;2024-11-23 21:43:13;59.76;0;91;233;46.82061425393192;-71.20003045604051
17E057E3-819A-4CDD-8191-532B904A2E2A;CcS-9369;b-2546;2024-01-02 14:14:07;65.25;0;97;4788;55.65988958087206;-3.4243517479017904
A8BA9A32-667F-43EC-A71A-71B0D94BB512;CcS-5675;b-2478;2017-05-21 18:43:29;411.7;0;99, 89, 31, 66;1094;55.11533286172443;-3.0458434618376105
13BF9DC6-896A-4920-B81A-55718B580783;CcS-5661;b-2606;2020-12-17 03:13:56;203.35;0;90, 94, 31, 37;1080;45.41864576926558;-75.69579911661172
B40282E9-E8F7-46BA-9B18-D64D901752C0;CcS-6187;b-2554;2015-04-02 00:13:17;119.52;0;10;1606;51.10449731306261;10.339664763786164
B2D451B2-898D-4EF3-A098-EF6F5ACDC787;CcS-4893;b-2574;2017-06-10 22:48:15;214.82;0;84, 65;312;51.8235644428918;19.527043226793
357C9F93-4870-4342-9136-A8735AC838E7;CcS-9349;b-2266;2024-11-14 20:49:26;141.01;0;41;4768;38.71741568409869;-9.130787076311629
990A6FA2-687E-4913-9CD9-21D897815A98;CcS-7072;b-2478;2020-03-03 23:58:18;300.81;0;92, 100, 17;2491;40.39946168096165;-4.005739935216155
2DBF3E49-0777-4C34-9CA7-731D0D0FD8D3;CcS-7668;b-2442;2024-05-27 12:28:37;455.95;0;5, 59, 23;3087;46.82688625666231;1.6556594063158965
6C2BF646-C402-4922-8E00-A6C093E55198;CcS-8627;b-2466;2021-03-27 10:59:21;282.93;0;86, 61, 46, 70;4046;52.20848316421284;19.4503229028146
0E96C9C6-CD19-4A2E-B0C7-955D975D8FE0;CcS-7067;b-2406;2021-12-14 17:23:36;232.33;0;90, 93;2486;48.84735431805735;2.347993614937031
97282843-1316-4404-B6DB-B21C83D128E3;CcS-6024;b-2310;2017-04-04 23:58:24;228.27;0;65, 75, 21;1443;41.5419239830516;12.395689231198473
3B3369CD-8E89-43CA-B2D8-4520AB743CEC;CcS-6413;b-2310;2023-07-10 02:50:07;176.39;0;88, 2;1832;40.41866787575072;-3.703693749442881
3E44B5B3-77BF-4B55-9132-11A4690CB49D;CcS-9211;b-2334;2017-04-12 13:24:13;316.25;0;85, 73, 33, 82;4630;39.94473881114053;-75.15583964858904
062CCBF5-F661-4169-AFC6-95BAEF3FE41B;CcS-6214;b-2482;2015-03-10 02:54:31;137.81;0;53;1633;39.972365250096345;-3.5891253218155774
AA00F578-269E-4B3D-A41E-5E0ACAC58858;CcS-6492;b-2330;2023-11-26 21:02:52;3.83;0;55;1911;42.06458713213732;12.21897616394888
609DB379-355B-48C8-A7F8-E464677D541D;CcU-3918;b-2314;2019-12-20 07:03:49;346.92;0;62, 76, 84;135;37.33877802175991;-121.88954286984288
2AEB1D63-DDE2-4D0A-9F0F-EC53426375B6;CcS-9535;b-2602;2019-02-21 03:56:43;195.94;0;67;4954;46.43371515932571;2.150650311269852
8DC44299-410A-40F7-A3F1-DF00BA5F5A6A;CcS-6981;b-2254;2019-11-28 08:00:53;196.65;0;39;2400;51.0356558513428;-114.0731784783341
2A0BB71A-5784-4D9C-B476-C179B8A60965;CcS-6153;b-2510;2020-05-18 18:11:18;396.78;0;14, 83, 93, 51;1572;52.11124798978967;5.778030092323597
9C7E383B-DE1C-4AA2-96E8-117C962C3887;CcS-8731;b-2358;2023-09-21 08:13:32;565.09;0;16, 38, 5, 25;4150;59.62359952663918;16.556632608296017
5796497E-03B7-47AB-990C-9C718BD3A3C4;CcU-4282;b-2290;2018-10-11 18:04:05;280.47;0;85, 75, 80, 15;83;29.418425759979563;-98.50134826785492
82142153-1516-4F0D-A912-62BDE94E61C1;CcS-5032;b-2554;2017-07-03 15:19:53;297.51;0;64, 2, 45;451;51.62587745423206;19.48505451067028
E4F9C19D-816C-46A1-98CB-E367B424B2DE;CcS-8874;b-2326;2018-10-27 10:07:10;497.34;0;3, 71, 17, 58;4293;39.05292612885214;-8.251455226891323
EE827E49-E392-4D6B-B231-4DB6B967396E;CcS-7310;b-2222;2015-05-03 14:10:50;180.02;0;100, 13;2729;41.15982921572541;-8.627581586724244
FAC8130D-5E7C-489A-8197-9A0CABB6DBDD;CcS-9574;b-2450;2018-06-24 11:04:22;326.89;0;70, 50, 10, 9;4993;55.5900503395767;-3.207719302515617
E8A0188B-F04B-413E-B433-EC9D60C18CD9;CcS-6727;b-2522;2022-06-11 19:13:28;526.09;0;8, 12, 10, 93;2146;41.75093883842077;12.155054191300025
9B889EA7-CF4A-4F85-AB31-3270D330BAFD;CcS-7440;b-2318;2017-01-14 16:50:57;311.12;0;86, 65;2859;39.72665501701134;-8.271476060630544
FD120EE1-F3DE-45EC-B7F9-39249191DA58;CcS-7045;b-2258;2019-10-25 18:49:00;258.24;0;85, 64;2464;41.872277787766805;-87.63235484162928
55DA28FC-DFA4-497C-BA4A-E9E19A4408DF;CcS-5038;b-2306;2016-04-16 15:39:57;178.28;0;32;457;51.225664121372624;10.726067222191062
A7E10D7F-138B-4524-9FA6-90743C66B991;CcU-4485;b-2538;2019-11-28 04:04:48;220.46;0;49, 88;54;41.88557008152807;-87.62973404444548
F51B0848-6C2F-4C6F-907D-420428C1BB8F;CcS-8589;b-2322;2015-04-23 17:00:33;290.65;0;84, 64, 66;4008;51.7669973923569;19.351030531596678
6D148BEE-68AB-4070-86B7-4D0E58E9ACC3;CcS-9100;b-2234;2021-08-04 21:31:05;290.08;0;34, 72;4519;60.06404080482648;18.45390443265004
09C9568F-155D-4DCC-8C26-5707A828ED25;CcS-7657;b-2614;2016-08-05 21:18:57;337.0;0;33, 40, 6;3076;50.97707545648274;10.9228350130372
9390ABE7-AF1D-4E10-A3C8-CDE98F6F5238;CcS-9007;b-2326;2015-03-07 07:39:11;334.34;0;73, 44, 59;4426;55.13527140544807;-3.790075987209725
B27B3BAA-3670-4AE2-AF7B-128C1AD485D8;CcS-5656;b-2326;2019-05-23 10:07:05;137.81;0;53;1075;51.4779475071723;10.134424944540388
91774972-E005-441B-8D73-B60871F7E684;CcS-7878;b-2234;2016-08-03 22:25:23;463.08;0;27, 85, 19, 29;3297;39.475782763545006;-0.3838691573080711
1F2F4B6A-D1CD-4007-874B-F869FBE92F01;CcU-3568;b-2322;2020-07-03 10:35:47;30.14;0;51;185;55.51073132582274;-3.8541030323771626
399B542A-A11B-4655-A788-8B31BE3FA9C0;CcS-5752;b-2534;2023-04-11 14:52:44;233.13;0;74, 48, 49;1171;32.71400883758117;-117.1583399235696
6B669299-FCA8-4543-956D-AD8C2B00CF35;CcS-4916;b-2450;2015-12-18 21:16:56;219.05;0;75, 47, 28;335;51.01251057477461;10.332556870494251
1BEA8603-9C70-482B-B3B2-7A2E49637C18;CcS-9040;b-2370;2015-11-16 13:53:41;213.91;0;97, 52, 36, 96;4459;38.71465597342941;-9.134088229490724
5138EE6C-03ED-4B69-8744-4539EA2B2556;CcS-7676;b-2342;2017-05-08 08:32:01;532.43;0;79, 51, 39, 89;3095;39.19879665464835;-8.39907598834848
7A2B5963-F5BA-4B75-9DA4-0AB807D8BA8B;CcS-6568;b-2334;2021-10-26 09:47:57;233.56;0;92, 76;1987;40.718082691407744;-73.99902656875871
4D89A988-F9BB-4192-AB9E-B787DBD6B010;CcS-9421;b-2242;2021-05-18 13:27:56;114.77;0;59;4840;51.05218608075407;-114.06909673840563
9D390043-83B9-49E8-9B65-4886AF303216;CcS-8747;b-2454;2021-03-03 01:53:27;259.95;0;7, 98, 74;4166;51.52421719149378;18.75576551236152
F284A618-F955-4E66-9CCD-65EDCC90D29C;CcS-8490;b-2342;2015-07-29 01:27:09;410.28;0;82, 85, 64, 13;3909;51.49446662874592;10.609554644733947
2C1E567D-7818-4236-93D1-0BD2F09075BA;CcS-5574;b-2618;2023-06-18 15:13:31;98.79;0;17, 95;993;39.57231400392629;-8.482185505713696
5369BA9D-8863-4876-AC79-1901C5E5F00B;CcS-6951;b-2454;2021-03-17 19:58:54;59.8;0;43;2370;59.611547852420046;16.55439802946936
162D2C51-7963-4BDE-AD94-F780FF54D273;CcS-7548;b-2358;2023-02-16 19:43:58;188.94;0;62;2967;39.65537406913399;-8.615871748627221
E9AA5B01-3719-46EB-AEFB-7F03364E72AB;CcU-3498;b-2450;2015-12-06 17:06:16;268.1;0;41, 33;195;55.768516316443474;-3.6222902944157305
A43999F3-09DE-4F86-9E0E-F6B8F483EA17;CcS-8983;b-2370;2023-06-30 05:07:56;396.37;0;91, 92, 6, 52;4402;55.05345767533131;-3.813707468905098
FF426874-6BF8-4948-BFAB-533EB1D5CF9C;CcS-8829;b-2482;2022-04-27 20:34:24;49.7;0;11;4248;50.83716434032491;9.956364826925348
CD7EFD1D-44F1-4650-8B82-7913477BE5F9;CcS-7044;b-2450;2020-06-09 03:29:20;381.29;0;87, 53, 76, 47;2463;40.87740065274959;-3.43677908552237
20CF6AFE-65ED-4AF4-8BCF-2AB2D499F32F;CcS-7478;b-2450;2019-06-28 09:05:42;374.31;0;39, 95, 57;2897;42.19222451704368;12.652589843559705
2FE07888-67E4-4AD7-901E-0FDB7A4F8F9E;CcS-5357;b-2322;2017-01-20 06:00:21;91.96;0;20;776;59.85590222196777;18.679312169656075
2B8D8576-9EB9-4600-892A-4448C388E3A8;CcS-6951;b-2358;2017-08-05 12:26:23;212.43;0;16, 52;2370;59.61235164904887;16.55936610336898
E25EEC0C-0EEF-49E6-B611-CD4C914A3A10;CcS-5330;b-2414;2022-09-24 23:22:47;107.17;0;35;749;41.16438885428205;-8.630501625109094
D85BEE01-A234-4A69-A26D-DD552FE5A6BE;CcS-9012;b-2546;2018-05-29 12:15:57;464.77;0;23, 68, 28;4431;46.27507609299562;1.630295558749614
2F422157-786B-4A59-9C33-B41BCCC2575E;CcS-8656;b-2454;2021-05-23 16:42:57;65.25;0;97;4075;51.43396052105699;5.478700717750711
50743116-43E6-489E-8319-35DEA59ED912;CcS-8143;b-2550;2015-02-27 14:00:03;130.17;0;42, 70, 90;3562;52.49350831845897;5.147260609019516
CB577CB7-07D0-415A-AE9B-0BB714E54783;CcS-6644;b-2342;2019-01-15 09:09:08;132.86;0;79;2063;55.48680955697014;-3.4378364616176578
37AB57F8-F9FF-4FC0-BF9D-A3BD0666A471;CcU-3512;b-2222;2021-01-24 22:21:00;453.04;0;16, 30, 93;193;55.64744470244608;-3.4141808460136027
1A766D59-0477-4340-96C6-11EEF997437E;CcS-5406;b-2322;2018-04-19 05:25:52;392.06;0;53, 72, 45;825;60.33689652179456;18.79625911735582
ADCBBC14-2230-4436-85A7-0B2449BBF08F;CcU-4702;b-2598;2016-07-02 00:48:38;96.22;0;36;23;29.41812998718588;-98.4909608156474
4D15F293-D8D9-4AC5-B072-1BA5251A2DE1;CcS-5308;b-2542;2015-03-24 04:04:32;292.45;0;27, 10;727;46.39904685304814;1.8646059867513796
E341EEB9-9B15-4F83-B72C-64D584E7B172;CcS-5670;b-2450;2022-04-26 00:33:02;183.97;0;66, 24, 79;1089;52.44872468512895;5.106102960406584
0879F8CB-8C7F-409D-B405-8EC46868C6D5;CcS-7669;b-2614;2019-05-14 02:14:10;294.69;0;44, 86;3088;51.37081800701137;10.414371687886613
A2A75AC9-32B1-4EB5-B650-A7CEDD6A7D45;CcS-9313;b-2574;2020-11-08 06:19:57;241.87;0;8, 96, 63;4732;60.15858115997278;19.10571378462542
4FA93203-1896-4372-8061-613807983E36;CcS-5227;b-2382;2024-07-08 12:49:15;171.43;0;54, 74;646;32.72480447314787;-117.15785732183164
BDFB1EA3-C8AF-4EB7-A220-42942CDBAD73;CcU-4065;b-2594;2017-12-01 22:10:07;246.62;0;46, 16, 70;114;37.34617225914705;-121.88540623671
B12AA405-9C30-4376-8117-E3D003F8955E;CcS-5300;b-2330;2022-02-19 07:39:05;286.02;0;35, 78;719;40.72018422373348;-3.6705060307538018
E381C4F3-E984-4DEF-AE21-38D2D8A7BF68;CcS-5148;b-2466;2021-11-23 08:56:19;427.54;0;19, 100, 92, 74;567;51.51182274543843;10.838900567720694
DCA7CAD4-0F1C-4F96-8367-7C7D550A0394;CcS-4881;b-2610;2019-05-26 05:40:25;252.48;0;30, 37, 52, 59;300;40.82924433931096;-4.0950878547926575
84EF6715-4103-402B-98F9-9AF434600C85;CcS-5264;b-2442;2015-12-23 01:21:27;356.09;0;62, 88;683;42.102193440976535;12.141059890968556
8ABCE5CE-7554-4B71-9D44-AFCA38D47906;CcS-5224;b-2302;2022-09-25 14:39:07;151.76;0;43, 20;643;38.959935618773024;-8.057245100398182
209B3A81-297B-4509-8670-C2FBA04886F3;CcS-6966;b-2566;2016-06-06 22:14:51;169.96;0;23;2385;52.06354952308908;4.297816067674651
24ED8385-215B-412A-B87B-C9116E519FDE;CcS-5499;b-2262;2024-10-05 16:19:07;357.74;0;12, 98, 53;918;59.83128821275479;19.02522044777935
796D9CC8-A1F1-42E0-866D-26B357CC70F3;CcS-8184;b-2618;2016-12-01 19:26:10;121.08;0;75, 4, 90;3603;55.60345008378464;-3.5932466093080944
034DBC8D-CCD9-4D95-8B86-26D0D9DF9A19;CcS-7750;b-2482;2020-06-15 13:48:12;408.44;0;38, 25, 63, 95;3169;41.87033752846887;12.288194977503244
33C0B5D4-9903-4919-A603-409432485CA3;CcS-8973;b-2550;2018-09-04 11:16:22;107.17;0;35;4392;41.80703633902109;12.669588321559358
BACAA8E0-86BF-4F98-BA45-3B36FCE2AEA6;CcS-7265;b-2318;2020-11-03 12:28:46;152.97;0;55, 17, 69;2684;48.861167190419664;2.3505889659808656
B031D23A-01CF-41FF-B491-EA7E55206C6E;CcS-8982;b-2262;2024-11-03 01:41:40;201.19;0;95, 15;4401;39.47593881546115;-0.3727209881200941
B050049A-B1AF-42BA-8DC8-A557BCAD4064;CcS-5030;b-2554;2022-09-24 02:18:09;77.84;0;60, 75;449;41.90709089285696;12.501553850938343
D83B8C10-37A7-4A80-A7CF-A81F4078AF95;CcS-6235;b-2370;2016-01-03 10:49:14;326.37;0;49, 76, 11, 74;1654;52.24840698607927;18.938885447371437
20EB4688-C4B5-483C-8289-CF67EB9D7065;CcS-6178;b-2466;2024-01-29 03:16:37;536.82;0;19, 16, 92, 33;1597;51.5120057616412;19.545254857628453
0916ECA8-03E1-4426-B71F-A1F0F9DA5FFE;CcS-7142;b-2326;2017-08-14 04:29:11;495.74;0;90, 12, 53, 6;2561;51.850852725270414;19.153242755621285
E0988BD1-64F8-4313-91C6-2345E7B87D5E;CcS-9158;b-2414;2015-01-04 06:20:26;190.77;0;7, 28;4577;52.56510727168239;4.827746883828057
0A8FA722-9484-49C3-9A37-329065026012;CcS-6583;b-2550;2024-03-15 02:33:35;13.14;0;54;2002;42.2081479408504;12.925902737248236
B9321D11-23F2-4B81-B8EC-BC8CCE4A3BC7;CcS-6887;b-2370;2023-10-15 04:18:12;92.74;0;90, 26;2306;51.65327319578152;5.00899957305014
B8D54854-C503-4208-882B-66CBDF40DB96;CcS-4910;b-2502;2023-09-15 21:04:00;462.32;0;69, 6, 62, 30;329;52.06220667893791;4.294581465162824
023D1462-1AEC-4B71-B65C-3BA1EF496688;CcS-8011;b-2618;2016-04-14 13:29:06;203.06;0;53, 97;3430;47.005160763889926;1.6805991706431578
C7114F36-AFFC-478D-95E2-20AA89DBCF13;CcS-7236;b-2406;2024-01-16 07:53:14;310.08;0;95, 62, 97, 24;2655;60.34412999258394;19.086789855637868
B29C34AA-B9C1-4821-B550-4FD763E7BB7D;CcS-8998;b-2510;2021-03-06 08:00:01;422.75;0;33, 24, 76, 12;4417;41.16385125055849;-8.62875693877925
59C06EFB-DC4C-4B9B-85B2-9F22A71ABA56;CcS-5710;b-2566;2021-12-06 16:39:56;380.37;0;49, 5, 18, 70;1129;52.39960941126535;5.154565558600638
2F63FEF3-F1AF-42C0-9731-8D03E3D67EFD;CcS-5366;b-2402;2021-06-28 18:24:44;199.44;0;56, 8;785;51.82997172770183;18.69762620466465
6C736017-476E-400D-8763-AA5EC7412D32;CcS-7737;b-2430;2024-10-26 21:16:44;418.98;0;73, 9, 17, 6;3156;51.44389176255013;5.464777663594013
7E3E8585-6BFE-4959-8681-7380E88B988C;CcU-4513;b-2578;2016-08-08 08:07:59;212.43;0;16, 52;50;29.75060605520296;-95.36163316040174
C18AF317-207F-483C-BA31-E242C94110FE;CcU-3001;b-2538;2022-10-20 05:01:57;124.04;0;50;266;49.28740007530891;-123.1289145304895
699F41FE-27F0-4E90-8322-F2A2E90F9F18;CcS-4936;b-2302;2015-06-02 13:13:06;17.99;0;66, 81;355;42.27318791386501;12.714218383656432
B957623A-E719-4866-BBD2-96CDF1331B12;CcS-6666;b-2366;2016-03-08 01:30:19;99.02;0;66, 21;2085;39.45804882328875;-8.644897363646663
FEF4EF87-9FB2-4753-9C82-F39FFC6FE930;CcS-9370;b-2402;2022-02-10 05:07:23;209.97;0;24, 69, 71;4789;55.45065801744055;-3.5155748635391646
ECE5DD41-9C09-4449-AAD4-CDB65B422FC0;CcS-4910;b-2522;2017-12-27 23:23:47;171.13;0;3;329;52.077449350850536;4.310104614959184
ED349E66-1934-423C-BCE5-8CDA93ED1DED;CcS-4948;b-2354;2022-04-17 05:31:28;150.5;0;77;367;51.61101443549155;10.555737992778962
8688F973-F6CC-4989-8ED5-DC09BFA8D27C;CcS-8170;b-2246;2021-06-14 22:43:16;6.9;0;95;3589;59.61666396039161;16.55807307807071
F8018818-26E6-470B-8BBC-6510CE5E2161;CcS-7320;b-2510;2019-11-03 02:55:50;209.82;0;17, 82, 44;2739;46.24808033880205;1.4003466919786345
CA48A5CD-D8FF-4732-90F1-D48038907088;CcU-4170;b-2418;2021-11-01 16:14:11;329.25;0;36, 100, 93;99;39.94943332793334;-75.1724299574112
074B0099-76E0-4E3F-BD70-D263F091E478;CcS-6165;b-2274;2022-05-18 00:16:18;223.67;0;99, 4;1584;37.34602797359933;-121.88846540110195
A3D2ABE5-C4F6-4B34-8970-3B90ACD4EFC0;CcS-6713;b-2234;2016-06-25 15:49:08;169.96;0;23;2132;40.55022266457601;-3.831805535991156
3FBF8C21-C196-4190-959E-F26A39FCEBB0;CcS-4969;b-2458;2021-03-21 03:50:48;245.13;1;86, 24, 70;388;41.39343492085205;2.1718042815294503
2D64EE23-FF6C-45E4-AEE2-CAA1C98F95C0;CcS-7026;b-2422;2024-11-14 22:46:44;141.01;0;41;2445;49.285889005601234;-123.12800211855829
A8884915-F195-436A-AE30-4A960BF9CD4A;CcS-7463;b-2482;2022-05-02 07:26:54;354.95;0;81, 63, 77;2882;46.730693577207134;1.938392759965951
149162A3-790A-44E0-B543-38A9E035072D;CcS-5284;b-2402;2022-06-28 14:11:02;341.51;0;32, 1, 66;703;40.744111170731415;-4.003533667197786
191FAF33-ADC6-4E72-AFA2-F10906767225;CcS-8286;b-2450;2022-12-20 01:20:23;160.41;0;74, 66;3705;46.75704983191134;1.7859188759718276
F6BF26AA-1E11-407E-8002-925E2B57F275;CcS-6590;b-2338;2023-09-23 10:40:58;139.59;0;13;2009;29.42166360860194;-98.49062480417795
D755E4A0-8A44-4703-9E55-8FD8EB34A26C;CcU-4688;b-2226;2020-11-09 17:46:46;397.47;1;97, 64, 6;25;33.4500055213909;-112.08100968587412
D08536DF-206A-4DA1-8839-BB10D10066DB;CcS-7912;b-2358;2016-04-21 18:43:59;119.52;0;10;3331;55.454530624148205;-3.4400601897883067
727DF06F-E0BF-4933-A454-CB14A0088C79;CcS-4886;b-2438;2020-11-21 19:03:13;6.93;0;70;305;51.6465878921199;5.582719659097693
F05EA62B-EF01-4004-8F7D-5D2FA1474961;CcS-8304;b-2406;2022-02-01 23:26:38;187.84;0;58, 69;3723;50.813158056781695;10.79726945712768
78DF41FF-515D-4981-8F55-3F109C3E2023;CcS-7397;b-2586;2023-01-13 06:13:46;65.25;0;97;2816;55.59394916681152;-3.1665009519241223
5DCE1779-CE55-4154-A4AC-6B4E3E3EB536;CcS-5366;b-2482;2020-08-29 18:18:23;251.56;0;85, 62;785;52.05744905297323;19.27951906710731
ACBFD063-10A0-4BAB-A5F4-832C238B6D8A;CcS-8152;b-2434;2020-11-24 19:36:37;257.19;0;22, 35;3571;51.427179498295146;10.275549352341615
62C69460-17F9-48E1-B5A9-AD4DE157CBCD;CcS-5436;b-2470;2020-10-01 04:26:57;455.52;0;59, 40, 36, 5;855;49.28194101898456;-123.12760338290629
52EFE12D-D5F0-4153-8C5D-0BBD54AFE3D4;CcS-5460;b-2546;2021-02-21 23:16:09;59.76;0;91;879;51.07573703531344;10.251991179156882
F9331CFA-304F-4502-920E-CAC0FFD0B647;CcS-5757;b-2618;2023-11-10 19:38:12;65.25;0;97;1176;41.89828324260139;12.44141984362478
E35AEFCB-A5BB-4601-9613-4515E9786E87;CcS-6949;b-2226;2017-08-07 11:44:14;96.22;0;36;2368;43.64947339880746;-79.35638138077954
F1940A3F-65D0-4FB4-8F4A-CCA81F0C5185;CcS-6221;b-2330;2023-08-14 18:03:12;198.4;0;62, 75;1640;59.92699064559333;19.046011987968164
54E6C183-34EC-462C-A135-AC1BB9A0A5E4;CcS-5997;b-2510;2016-07-19 07:07:37;587.31;0;93, 65, 17, 16;1416;55.73914779257827;-3.706637474948909
2BA6DCEC-CE37-4EB4-8170-D1CC47409787;CcS-8095;b-2346;2017-05-17 01:39:38;127.44;0;28;3514;45.76324687110041;4.83619051599471
B09B9203-A957-4E88-9D54-3064B0FA37E4;CcS-8528;b-2302;2019-01-16 06:42:11;271.77;0;90, 98, 29, 83;3947;45.76358653469978;4.834153547757628
6F2A29E1-566E-432F-AEBD-DEA6A4046AC2;CcS-9273;b-2310;2015-02-12 02:52:35;150.5;0;77;4692;40.30967442542296;-3.5490577640366165
116A63BD-BA2F-4CA2-AD4D-D6821DBFE661;CcS-8201;b-2350;2017-04-28 21:00:56;323.71;0;33, 23, 37;3620;40.41602848473038;-3.7025212743371942
6EF3C08D-BC0F-4DC6-B2D3-EAAB1A8BD635;CcS-8740;b-2402;2016-11-16 12:57:58;315.45;0;78, 6;4159;51.84809278462612;19.57089891643664
A6FF3944-8430-49CC-A53F-981DF4E1527E;CcS-7636;b-2610;2019-12-08 14:09:48;55.43;0;38;3055;46.32701792736395;2.071146522948085
15B9F6D6-1BB4-4F1C-A885-DFFBB4EC6E00;CcS-6609;b-2602;2022-10-07 11:53:04;203.04;0;25, 54, 8;2028;60.1092606813374;18.99868743588224
D1F5196E-54E4-4CCA-B849-965B059D6F36;CcS-6735;b-2558;2021-08-02 05:18:01;391.46;0;65, 48, 30, 92;2154;46.72673289459498;2.2057438466306576
